classificacao_acidente,fase_dia,condicao_metereologica,tracado_via,tipo_veiculo,idade,km
Com Vítimas Feridas,Pleno dia,Sol,Reta,Automóvel,"0,7571","0,6569"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,5","0,5983"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0143","0,5983"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1","0,6028"
Sem Vítimas,Pleno dia,Nublado,Interseção de Vias,Automóvel,"0,2143","0,6238"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,2","0,9639"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Caminhonete,"0,2571","0,9639"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4571","0,034"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1429","0,034"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Camioneta,"0,9","0,5977"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3714","0,5995"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1571","0,5995"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5","0,5995"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3571","0,5995"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motoneta,"0,1","0,6229"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motoneta,"0,0857","0,6229"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motoneta,"0,5143","0,5802"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4","0,5817"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3286","0,5817"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6857","0,5817"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,1143","0,0024"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,0857","0,0024"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,1857","0,0024"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,2286","0,0024"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,9286","0,0024"
Sem Vítimas,Pleno dia,Nublado,Reta,Caminhonete,"0,1429","0,0024"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Ônibus,"0,5857","0,3079"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1857","0,3079"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,4429","0,3379"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,3714","0,3379"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5429","0,9284"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,3286","0,526"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1857","0,5591"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2","0,5591"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3143","0,5591"
Sem Vítimas,Pleno dia,Sol,Curva,Automóvel,"0,2286","0,1875"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Ônibus,"0,1857","0,2745"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,2143","0,2745"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Bicicleta,"0,5","0,5486"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6143","0,6013"
Sem Vítimas,Plena Noite,Chuva,Curva,Caminhonete,"0,5286","0,69"
Com Vítimas Feridas,Plena Noite,Garoa/Chuvisco,Em Obras,Automóvel,"0,2714","0,7084"
Com Vítimas Feridas,Plena Noite,Garoa/Chuvisco,Em Obras,Automóvel,"0,4286","0,7084"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1","0,8375"
Com Vítimas Feridas,Plena Noite,Garoa/Chuvisco,Reta,Caminhonete,"0,6571","0,2055"
Com Vítimas Feridas,Plena Noite,Garoa/Chuvisco,Reta,Caminhonete,"0,7714","0,2055"
Com Vítimas Feridas,Plena Noite,Garoa/Chuvisco,Reta,Caminhonete,"0,2571","0,2055"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,6","0,7427"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,7429","0,7427"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,2143","0,678"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,5143","0,1273"
Sem Vítimas,Plena Noite,Nublado,Curva,Motocicleta,"0,3","0,6058"
Sem Vítimas,Pleno dia,Sol,Interseção de Vias,Automóvel,"0,3286","0,3139"
Sem Vítimas,Pleno dia,Nublado,Em Obras,Automóvel,"0,2143","0,6007"
Sem Vítimas,Plena Noite,Chuva,Curva,Caminhonete,"0,4571","0,6058"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Utilitário,"0,7571","0,6268"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Utilitário,"0,7143","0,6268"
Com Vítimas Feridas,Pleno dia,Garoa/Chuvisco,Declive,Automóvel,"0,2","0,9831"
Com Vítimas Feridas,Anoitecer,Céu Claro,Curva,Motocicleta,"0,2571","0,1423"
Com Vítimas Feridas,Anoitecer,Céu Claro,Curva,Ônibus,"0,1857","0,1423"
Sem Vítimas,Pleno dia,Céu Claro,Curva,Automóvel,"0,6143","0,2504"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,3429","0,5817"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,2143","0,5817"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,3143","0,4493"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,3857","0,4493"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,1714","0,6223"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,1143","0,6223"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4857","0,8044"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,4571","0,7713"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Automóvel,"0,7571","0,532"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Automóvel,"0,7429","0,532"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Automóvel,"0,2714","0,532"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Automóvel,"0,2714","0,532"
Com Vítimas Feridas,Plena Noite,Nublado,Reta,Automóvel,"0,4143","0,6178"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,1","0,025"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5714","0,025"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5286","0,025"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,0714","0,025"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1714","0,025"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,9","0,025"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,5","0,025"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Bicicleta,"0,4","0,5826"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,1571","0,5826"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5","0,5826"
Com Vítimas Fatais,Pleno dia,Sol,Aclive,Motocicleta,"0,4286","0,1463"
Com Vítimas Fatais,Pleno dia,Sol,Aclive,Automóvel,"0,3429","0,1463"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Utilitário,"0,3286","0,9338"
Com Vítimas Feridas,Pleno dia,Sol,Reta,Utilitário,"0,6857","0,9338"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1714","0,6058"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,4","0,6058"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Motocicleta,"0,0857","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Motocicleta,"0,3429","0,6178"
Com Vítimas Feridas,Pleno dia,Nublado,Declive,Caminhonete,"0,2571","0,9675"
Com Vítimas Feridas,Pleno dia,Nublado,Declive,Caminhonete,"0,7571","0,9675"
Sem Vítimas,Plena Noite,Céu Claro,Reta,Utilitário,"0,5286","0,3831"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Automóvel,"0,4571","0,8652"
Sem Vítimas,Pleno dia,Céu Claro,Declive,Automóvel,"0,0143","0,8652"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,3714","0,6004"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,6714","0,6004"
Sem Vítimas,Pleno dia,Nublado,Curva,Caminhonete,"0,4714","0,5185"
Sem Vítimas,Pleno dia,Nublado,Curva,Automóvel,"0,1714","0,5185"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Motocicleta,"0,5571","0,8796"
Com Vítimas Feridas,Pleno dia,Nublado,Reta,Automóvel,"0,5143","0,8796"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1571","0,1664"
Com Vítimas Feridas,Pleno dia,Nublado,Em Obras,Automóvel,"0,3143","0,8164"
Com Vítimas Feridas,Pleno dia,Nublado,Em Obras,Motocicleta,"0,1143","0,8164"
Com Vítimas Feridas,Pleno dia,Chuva,Curva,Automóvel,"0,2143","0,7674"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4143","0,6166"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1429","0,6166"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1714","0,0897"
Com Vítimas Feridas,Amanhecer,Chuva,Curva,Automóvel,"0,3571","0,2507"
Com Vítimas Fatais,Anoitecer,Chuva,Reta,Automóvel,"0,2429","0,7734"
Com Vítimas Fatais,Anoitecer,Chuva,Reta,Automóvel,"0,2857","0,7734"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Motocicleta,"0,1714","0,0346"
Com Vítimas Feridas,Amanhecer,Céu Claro,Reta,Caminhonete,"0,1857","0,0346"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4714","0,6073"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Caminhonete,"0,8714","0,0837"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,2429","0,0265"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,1429","0,0265"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Motocicleta,"0,0714","0,0265"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,5286","0,1484"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Caminhonete,"0,4429","0,1484"
Com Vítimas Feridas,Amanhecer,Céu Claro,Aclive,Utilitário,"0,3","0,991"
Com Vítimas Feridas,Pleno dia,Céu Claro,Desvio Temporário,Automóvel,"0,3571","0,6013"
Com Vítimas Feridas,Pleno dia,Céu Claro,Desvio Temporário,Automóvel,"0,3","0,6013"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,1857","0,6509"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1857","0,69"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1714","0,69"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,4429","0,6988"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Bicicleta,"0,1","0,6166"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Automóvel,"0,5286","0,6166"
Sem Vítimas,Plena Noite,Céu Claro,Curva,Automóvel,"0,2286","0,6166"
Sem Vítimas,Pleno dia,Chuva,Reta,Automóvel,"0,2","0,5998"
Sem Vítimas,Pleno dia,Chuva,Reta,Automóvel,"0,1714","0,5998"
Sem Vítimas,Pleno dia,Chuva,Reta,Caminhonete,"0,7","0,6289"
Sem Vítimas,Pleno dia,Chuva,Reta,Automóvel,"0,2714","0,6289"
Sem Vítimas,Anoitecer,Céu Claro,Reta,Caminhonete,"0,0857","0,9458"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhonete,"0,4429","0,7201"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Caminhonete,"0,3857","0,7201"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,1429","0,6235"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3571","0,6115"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Camioneta,"0,4","0,6115"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3429","0,6115"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Motocicleta,"0,1714","0,8164"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Automóvel,"0,1857","0,8164"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Automóvel,"0,6143","0,6088"
Com Vítimas Feridas,Pleno dia,Sol,Curva,Automóvel,"0,0429","0,6088"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Automóvel,"0,2429","0,5275"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Automóvel,"0,3571","0,5275"
Com Vítimas Feridas,Pleno dia,Nublado,Aclive,Caminhonete,"0,4571","0,5275"
Com Vítimas Feridas,Plena Noite,Nublado,Rotatória,Automóvel,"0,4857","0,5179"
Com Vítimas Feridas,Plena Noite,Nublado,Rotatória,Automóvel,"0,3","0,5179"
Com Vítimas Feridas,Plena Noite,Nublado,Rotatória,Automóvel,"0,2857","0,5179"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Automóvel,"0,4286","0,3951"
Sem Vítimas,Plena Noite,Nublado,Reta,Automóvel,"0,3","0,5065"
Sem Vítimas,Plena Noite,Nublado,Reta,Automóvel,"0,6286","0,5065"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5","0,9549"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,4","0,7743"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2571","0,9218"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3429","0,9218"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,4143","0,8796"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,6143","0,8796"
Com Vítimas Fatais,Pleno dia,Sol,Reta,Motocicleta,"0,6286","0,2456"
Sem Vítimas,Plena Noite,Céu Claro,Aclive,Automóvel,"0,3143","0,4707"
Com Vítimas Feridas,Plena Noite,Nublado,Declive,Camioneta,"0,5857","0,5363"
Com Vítimas Feridas,Plena Noite,Nublado,Declive,Camioneta,"0,6","0,5363"
Com Vítimas Feridas,Plena Noite,Nublado,Declive,Camioneta,"0,3286","0,5363"
Com Vítimas Feridas,Amanhecer,Chuva,Interseção de Vias,Ônibus,"0,7571","0,6268"
Com Vítimas Feridas,Amanhecer,Chuva,Interseção de Vias,Ônibus,"0,8571","0,6268"
Sem Vítimas,Pleno dia,Chuva,Reta,Automóvel,"0,5429","0,5757"
Sem Vítimas,Pleno dia,Chuva,Reta,Automóvel,"0,1714","0,5757"
Sem Vítimas,Pleno dia,Nublado,Curva,Automóvel,"0,1571","0,7893"
Sem Vítimas,Amanhecer,Chuva,Curva,Automóvel,"0,2286","0,6118"
Sem Vítimas,Amanhecer,Chuva,Curva,Motocicleta,"0,1857","0,6118"
Com Vítimas Feridas,Anoitecer,Céu Claro,Curva,Automóvel,"0,6714","0,7562"
Com Vítimas Feridas,Anoitecer,Céu Claro,Curva,Automóvel,"0,5143","0,7562"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,1","0,6073"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Automóvel,"0,2857","0,9197"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,6714","0,2862"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3714","0,6028"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,5143","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,1","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,0714","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2286","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1571","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5143","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3714","0,8044"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1857","0,7231"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3286","0,7231"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,3714","0,5784"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Camioneta,"0,3571","0,6118"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Camioneta,"0,2857","0,6118"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Automóvel,"0,1","0,5817"
Com Vítimas Feridas,Plena Noite,Chuva,Reta,Automóvel,"0,1286","0,5817"
Com Vítimas Feridas,Amanhecer,Sol,Reta,Motocicleta,"0,1286","0,5787"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5429","0,6106"
Com Vítimas Feridas,Anoitecer,Céu Claro,Interseção de Vias,Caminhonete,"0,2714","0,1514"
Sem Vítimas,Pleno dia,Nublado,Reta,Automóvel,"0,6286","0,1649"
Sem Vítimas,Pleno dia,Nublado,Reta,Automóvel,"0,2714","0,1649"
Sem Vítimas,Plena Noite,Céu Claro,Declive,Automóvel,"0,4714","0,6178"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3","0,7785"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2143","0,7785"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1429","0,6208"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4143","0,6208"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motoneta,"0,3571","0,6208"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,3714","0,4192"
Com Vítimas Fatais,Pleno dia,Céu Claro,Reta,Automóvel,"0,4286","0,4192"
Com Vítimas Feridas,Plena Noite,Vento,Reta,Automóvel,"0,1143","0,6419"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Automóvel,"0,1","0,2537"
Com Vítimas Fatais,Plena Noite,Céu Claro,Reta,Automóvel,"0,2286","0,2537"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,7143","0,7719"
Com Vítimas Feridas,Amanhecer,Nublado,Curva,Motocicleta,"0,2143","0,87"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Motocicleta,"0,3","0,6208"
Com Vítimas Feridas,Plena Noite,Nublado,Curva,Motocicleta,"0,2714","0,6178"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Motocicleta,"0,2286","0,5636"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Motocicleta,"0,3","0,5636"
Com Vítimas Feridas,Pleno dia,Chuva,Reta,Automóvel,"0,2429","0,5636"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Bicicleta,"0,5857","0,0767"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Caminhonete,"0,2857","0,0767"
Com Vítimas Feridas,Plena Noite,Céu Claro,Declive,Caminhonete,"0,1","0,0767"
Sem Vítimas,Amanhecer,Céu Claro,Reta,Automóvel,"0,6571","0,1273"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Bicicleta,"0,1286","0,585"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Micro-ônibus,"0,1429","0,585"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,1429","0,1231"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,2714","0,1231"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3429","0,1231"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,2286","0,5787"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,2714","0,5787"
Com Vítimas Fatais,Pleno dia,Sol,Reta,Caminhonete,"0,7714","0,3984"
Com Vítimas Fatais,Pleno dia,Sol,Reta,Caminhonete,"0,7","0,3984"
Com Vítimas Fatais,Pleno dia,Sol,Reta,Automóvel,"0,5571","0,3984"
Com Vítimas Fatais,Pleno dia,Sol,Reta,Automóvel,"0,1571","0,3984"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,2857","0,6461"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2286","0,6461"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,6857","0,616"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,5","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Camioneta,"0,3","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Automóvel,"0,5143","0,1168"
Com Vítimas Feridas,Anoitecer,Vento,Reta,Automóvel,"0,1857","0,8134"
Com Vítimas Feridas,Anoitecer,Vento,Reta,Caminhonete,"0,5","0,8134"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Camioneta,"0,4857","0,6509"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Caminhonete,"0,5143","0,6509"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,2","0,6148"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Automóvel,"0,3571","0,6148"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3","0,6208"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,1429","0,9669"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,1429","0,9669"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4286","0,678"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4571","0,678"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,3857","0,678"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,2","0,672"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,3143","0,672"
Com Vítimas Feridas,Anoitecer,Nublado,Reta,Automóvel,"0,2714","0,672"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5429","0,9187"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0286","0,0009"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Motocicleta,"0,0571","0,0009"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Camioneta,"0,5143","0,6103"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motoneta,"0,1857","0,5998"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Automóvel,"0,4429","0,1691"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Automóvel,0,"0,1691"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Automóvel,"0,3286","0,1691"
Com Vítimas Feridas,Pleno dia,Céu Claro,Em Obras,Automóvel,0,"0,1691"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Bicicleta,"0,0429","0,5772"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Motocicleta,"0,4714","0,5772"
Com Vítimas Feridas,Pleno dia,Céu Claro,Curva,Motocicleta,"0,1286","0,7352"
Com Vítimas Feridas,Plena Noite,Céu Claro,Reta,Automóvel,"0,3429","0,7939"
Sem Vítimas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,6",0
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,8429","0,6178"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Automóvel,"0,5857","0,6178"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,4286","0,6193"
Com Vítimas Feridas,Plena Noite,Céu Claro,Rotatória,Caminhonete,"0,1714","0,1222"
Com Vítimas Feridas,Plena Noite,Céu Claro,Rotatória,Caminhonete,"0,2143","0,1222"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,2","0,5068"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,1","0,5068"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,0714","0,5068"
Com Vítimas Feridas,Amanhecer,Céu Claro,Curva,Automóvel,"0,0857","0,5068"
Com Vítimas Feridas,Pleno dia,Sol,Aclive,Motocicleta,"0,2571","0,6052"
Com Vítimas Feridas,Pleno dia,Sol,Aclive,Caminhonete,"0,4286","0,6184"
Com Vítimas Feridas,Pleno dia,Sol,Aclive,Motocicleta,"0,1143","0,6184"
Com Vítimas Feridas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,2","0,5456"
Com Vítimas Feridas,Anoitecer,Céu Claro,Reta,Automóvel,"0,0714","0,9037"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,1286","0,6139"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1571","0,6139"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,1857","0,6139"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,4429","0,2778"
Com Vítimas Feridas,Plena Noite,Céu Claro,Curva,Automóvel,"0,7714","0,2778"
Com Vítimas Feridas,Pleno dia,Céu Claro,Declive,Motocicleta,"0,1429","0,6145"
Sem Vítimas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,1429","0,6299"
Sem Vítimas,Plena Noite,Céu Claro,Retorno Regulamentado,Automóvel,"0,1143","0,6299"
Com Vítimas Feridas,Plena Noite,Céu Claro,Desvio Temporário,Automóvel,"0,1429","0,5998"
Com Vítimas Feridas,Plena Noite,Céu Claro,Desvio Temporário,Motocicleta,"0,0429","0,5998"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Caminhonete,"0,3714","0,6049"
Sem Vítimas,Pleno dia,Céu Claro,Reta,Automóvel,"0,2429","0,6049"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,5857","0,8796"
Com Vítimas Feridas,Pleno dia,Céu Claro,Aclive,Automóvel,"0,7","0,8796"
